age,tenure_months,monthly_charges,support_tickets,monthly_logins,late_payment,contract_type,internet_service,payment_method,paperless_billing,has_dependents,satisfaction_score,data_usage_gb,churn
72,11,67.14,1,13,0,Two year,Fiber optic,Bank transfer,1,0,2,97.3,0
62,61,100.79,4,16,0,One year,None,Credit card,0,0,10,72.8,0
66,48,55.68,1,13,0,Month-to-month,None,Credit card,0,0,8,34.8,0
70,35,80.63,0,24,0,Two year,Fiber optic,Mailed check,1,0,9,187.2,0
24,38,174.42,4,23,0,Month-to-month,Fiber optic,Bank transfer,1,0,7,13.1,1
34,52,130.9,0,15,1,Two year,DSL,Electronic check,1,0,4,44.0,1
21,38,155.46,0,12,0,Two year,None,Bank transfer,0,1,4,32.4,0
18,61,106.5,2,11,0,One year,Fiber optic,Electronic check,1,1,1,7.4,0
66,67,58.25,2,7,0,Month-to-month,None,Electronic check,0,1,3,6.8,0
72,69,134.06,1,15,0,Two year,Fiber optic,Mailed check,1,0,7,13.0,0
27,45,100.09,2,15,0,Month-to-month,Fiber optic,Mailed check,1,0,5,131.3,0
59,54,48.3,0,13,0,Month-to-month,DSL,Mailed check,0,0,6,38.5,1
49,23,85.99,2,9,0,Month-to-month,Fiber optic,Electronic check,0,0,9,45.3,1
22,3,121.57,2,18,0,Month-to-month,Fiber optic,Mailed check,1,1,2,39.2,0
71,29,137.65,0,11,0,Month-to-month,Fiber optic,Electronic check,1,0,8,40.4,0
68,63,58.92,2,11,0,Two year,DSL,Electronic check,0,0,10,12.4,0
50,10,160.16,3,18,1,Month-to-month,DSL,Bank transfer,1,0,9,64.9,1
59,40,80.73,0,13,0,Month-to-month,Fiber optic,Credit card,1,0,2,70.1,0
41,14,63.38,0,16,0,Month-to-month,Fiber optic,Credit card,1,1,3,35.9,0
63,31,51.22,3,19,1,Month-to-month,DSL,Mailed check,1,0,7,83.6,1
43,11,148.67,3,17,0,Two year,Fiber optic,Bank transfer,0,0,5,132.7,0
75,53,76.67,1,11,0,Two year,DSL,Credit card,1,0,7,13.9,0
21,59,97.34,0,13,0,One year,DSL,Mailed check,1,0,7,46.5,0
27,55,55.65,1,14,1,One year,DSL,Bank transfer,0,1,2,64.5,0
74,51,129.77,0,16,0,One year,DSL,Credit card,1,0,9,15.1,0
34,17,144.97,2,13,0,Month-to-month,None,Electronic check,1,0,2,114.5,1
36,39,74.31,2,13,0,Month-to-month,Fiber optic,Electronic check,1,0,7,78.1,1
63,8,171.21,2,14,0,Month-to-month,Fiber optic,Electronic check,0,0,10,78.9,1
28,27,24.9,2,12,0,Month-to-month,Fiber optic,Electronic check,0,1,1,114.7,0
47,37,41.27,0,10,0,Two year,Fiber optic,Mailed check,1,1,5,45.8,1
34,49,114.21,3,11,0,One year,Fiber optic,Electronic check,0,1,5,46.5,0
29,7,132.23,0,16,0,Month-to-month,Fiber optic,Mailed check,1,1,5,54.8,1
73,59,60.11,2,17,0,Month-to-month,Fiber optic,Mailed check,1,0,9,68.1,0
29,34,108.65,2,11,0,One year,Fiber optic,Electronic check,1,0,1,70.5,1
23,64,70.94,1,9,0,Two year,DSL,Credit card,1,1,8,28.0,0
57,38,108.65,1,15,0,Two year,DSL,Electronic check,0,0,1,21.8,0
68,40,125.49,1,12,0,One year,DSL,Credit card,1,0,10,74.2,0
25,50,175.65,3,11,0,One year,Fiber optic,Credit card,1,0,10,70.6,1
59,60,92.91,1,18,0,Month-to-month,DSL,Bank transfer,0,1,8,98.6,0
49,12,123.71,3,16,0,Month-to-month,Fiber optic,Electronic check,1,0,9,88.2,1
66,37,112.49,1,19,0,Month-to-month,Fiber optic,Mailed check,0,0,2,18.2,1
25,3,70.81,0,8,0,One year,Fiber optic,Bank transfer,1,1,2,22.1,0
74,35,60.49,0,13,1,Two year,Fiber optic,Mailed check,1,0,3,30.5,0
53,59,178.06,2,13,1,Two year,DSL,Bank transfer,1,0,4,59.3,0
66,63,53.1,1,10,1,Month-to-month,None,Credit card,1,0,4,109.5,0
38,21,146.44,1,19,0,Month-to-month,DSL,Bank transfer,1,0,2,59.3,1
72,28,43.45,2,17,0,Month-to-month,Fiber optic,Bank transfer,1,1,2,50.0,0
54,40,148.7,2,15,0,Month-to-month,DSL,Electronic check,0,0,9,22.9,1
25,29,49.72,3,13,0,One year,Fiber optic,Credit card,0,1,7,48.6,0
71,13,174.75,1,15,0,One year,Fiber optic,Bank transfer,1,0,9,78.1,1
64,22,129.76,1,14,0,Two year,DSL,Mailed check,0,0,4,41.1,0
35,30,34.42,2,20,0,Month-to-month,DSL,Bank transfer,0,1,9,37.2,0
49,38,130.91,2,14,0,One year,Fiber optic,Mailed check,0,0,2,93.8,1
40,67,116.58,3,14,1,Two year,None,Bank transfer,1,0,8,68.8,0
49,40,74.01,3,16,0,One year,Fiber optic,Bank transfer,1,0,3,87.9,0
73,28,61.72,2,11,0,Month-to-month,DSL,Credit card,0,0,6,31.5,0
70,48,135.0,2,12,0,Month-to-month,DSL,Bank transfer,0,0,10,127.8,0
30,56,138.62,1,7,0,Month-to-month,None,Electronic check,0,0,1,36.1,0
74,31,72.35,1,16,1,Month-to-month,DSL,Bank transfer,1,0,8,45.0,0
43,36,160.2,2,13,0,Month-to-month,Fiber optic,Credit card,0,1,6,74.0,0
58,16,63.01,3,14,0,One year,DSL,Bank transfer,1,0,4,36.3,0
62,63,31.18,2,16,0,Month-to-month,Fiber optic,Mailed check,1,0,10,63.1,0
46,63,115.98,2,15,0,Month-to-month,Fiber optic,Credit card,0,0,8,64.3,0
44,13,37.13,1,9,0,Month-to-month,None,Bank transfer,1,1,9,47.0,0
44,25,64.27,1,15,1,Two year,Fiber optic,Bank transfer,0,0,10,66.2,0
68,20,101.15,1,20,0,Month-to-month,DSL,Electronic check,1,1,9,40.2,0
40,67,65.82,2,8,1,Month-to-month,Fiber optic,Mailed check,0,0,8,68.8,0
34,5,54.4,0,10,0,One year,DSL,Bank transfer,1,1,2,78.3,0
38,15,132.51,1,11,0,Month-to-month,None,Bank transfer,0,0,4,53.7,1
29,23,107.52,1,17,0,Month-to-month,DSL,Electronic check,1,0,4,84.0,0
40,41,154.36,1,15,0,One year,None,Credit card,1,1,2,32.1,1
24,18,113.0,3,15,0,Month-to-month,Fiber optic,Mailed check,1,0,3,54.8,1
23,39,97.35,1,18,0,Month-to-month,DSL,Bank transfer,1,1,8,137.8,0
59,54,61.8,1,14,1,One year,None,Electronic check,1,0,6,54.1,0
22,60,146.73,3,15,0,Month-to-month,None,Bank transfer,1,0,1,47.3,1
50,8,51.5,5,8,0,Month-to-month,Fiber optic,Mailed check,0,0,7,25.4,1
63,10,58.76,1,14,0,Month-to-month,Fiber optic,Electronic check,1,0,3,33.7,1
60,7,154.65,2,19,0,Month-to-month,Fiber optic,Electronic check,1,0,1,51.4,1
43,66,138.59,1,20,0,Month-to-month,DSL,Credit card,0,1,1,94.7,1
29,47,118.06,0,16,0,Month-to-month,None,Credit card,0,0,1,81.4,0
71,39,26.23,2,18,1,Month-to-month,DSL,Electronic check,1,0,3,112.7,1
66,57,40.36,1,14,0,Two year,Fiber optic,Electronic check,1,0,7,29.4,0
53,43,99.99,1,20,0,One year,Fiber optic,Bank transfer,1,1,4,64.5,0
23,17,139.41,2,12,0,Two year,None,Bank transfer,1,0,9,54.2,0
20,37,94.26,2,11,0,Month-to-month,Fiber optic,Electronic check,1,1,4,56.7,1
36,51,22.77,0,12,0,Month-to-month,Fiber optic,Bank transfer,1,1,1,78.2,0
27,3,49.48,2,13,0,Month-to-month,Fiber optic,Credit card,0,0,2,73.5,1
67,44,114.2,1,14,0,Month-to-month,Fiber optic,Mailed check,0,0,3,70.7,1
29,36,131.07,0,10,0,Month-to-month,DSL,Mailed check,0,0,7,73.6,0
34,6,25.35,2,14,1,Month-to-month,None,Bank transfer,1,0,6,13.3,0
74,19,26.93,1,10,0,One year,Fiber optic,Electronic check,0,0,10,140.7,0
65,33,61.81,2,8,0,Month-to-month,Fiber optic,Electronic check,1,0,2,55.7,0
30,25,33.36,3,11,0,Month-to-month,Fiber optic,Credit card,0,0,2,80.6,0
40,21,106.71,1,7,0,One year,Fiber optic,Credit card,1,0,6,186.0,1
47,47,39.79,0,14,0,Month-to-month,Fiber optic,Credit card,0,0,8,94.8,0
56,30,123.72,2,9,0,Two year,None,Mailed check,1,0,5,37.4,0
72,36,144.36,4,16,0,Two year,DSL,Bank transfer,1,0,2,49.8,1
68,58,175.28,1,11,0,Month-to-month,Fiber optic,Credit card,1,1,5,95.1,1
74,7,171.75,1,13,0,Month-to-month,DSL,Mailed check,0,1,7,110.0,0
20,26,63.74,1,14,0,Two year,Fiber optic,Mailed check,1,0,5,54.7,0
31,6,24.71,2,26,0,One year,Fiber optic,Bank transfer,0,0,2,17.4,0
50,67,72.71,1,12,0,Two year,DSL,Electronic check,1,0,1,31.0,0
20,14,133.36,1,9,0,Month-to-month,Fiber optic,Mailed check,1,0,9,40.7,1
38,60,29.57,1,10,1,One year,Fiber optic,Bank transfer,1,0,4,63.4,0
26,14,77.55,2,12,0,Month-to-month,Fiber optic,Electronic check,1,0,1,66.9,1
72,24,67.69,4,17,0,Month-to-month,Fiber optic,Electronic check,1,0,5,82.1,0
21,44,55.1,2,18,0,Month-to-month,DSL,Credit card,1,0,3,92.0,0
26,60,132.98,0,15,0,One year,Fiber optic,Bank transfer,0,0,3,8.0,1
29,13,125.46,1,11,0,Month-to-month,Fiber optic,Mailed check,1,0,7,43.9,1
26,16,105.68,0,14,0,One year,Fiber optic,Electronic check,1,0,7,91.4,0
50,64,165.72,2,16,0,Month-to-month,Fiber optic,Electronic check,0,0,7,120.1,1
39,24,36.5,0,17,0,Two year,Fiber optic,Bank transfer,0,1,9,70.0,0
70,16,43.95,0,12,0,Month-to-month,Fiber optic,Credit card,1,0,5,26.6,0
33,54,81.35,2,20,1,Two year,None,Electronic check,1,0,8,58.8,0
49,7,124.94,2,16,0,One year,Fiber optic,Credit card,0,0,3,101.6,0
56,63,113.45,2,12,0,Month-to-month,DSL,Electronic check,1,0,7,20.7,0
54,64,31.85,1,17,0,One year,Fiber optic,Mailed check,0,0,7,27.4,0
64,62,173.35,2,7,0,One year,Fiber optic,Mailed check,0,0,4,28.0,1
29,22,68.81,0,9,0,Month-to-month,Fiber optic,Credit card,1,0,10,3.9,0
47,9,77.44,3,15,0,Month-to-month,DSL,Mailed check,1,0,10,73.2,0
64,31,119.78,1,15,0,Two year,DSL,Mailed check,0,0,7,32.9,0
68,25,171.23,1,17,1,Two year,Fiber optic,Electronic check,1,0,2,5.6,1
53,70,126.03,1,21,1,One year,DSL,Bank transfer,1,1,2,102.1,1
55,46,172.76,1,10,1,Month-to-month,Fiber optic,Electronic check,1,0,7,52.5,1
68,68,50.01,2,14,0,Month-to-month,Fiber optic,Credit card,0,0,10,142.0,0
54,55,119.01,1,18,0,Month-to-month,DSL,Bank transfer,0,0,2,79.7,1
73,52,152.62,0,16,1,One year,Fiber optic,Electronic check,0,0,8,53.4,1
25,9,101.44,2,12,0,Month-to-month,DSL,Mailed check,1,0,6,85.7,1
38,5,77.95,1,9,0,Month-to-month,DSL,Credit card,1,0,6,30.6,0
24,4,177.56,2,9,0,One year,None,Mailed check,0,1,2,65.3,0
23,43,42.56,2,14,0,Two year,Fiber optic,Electronic check,1,1,2,64.5,0
45,15,85.75,1,8,0,Month-to-month,None,Mailed check,0,1,5,49.9,0
31,72,159.74,0,16,0,Month-to-month,Fiber optic,Credit card,1,0,3,22.8,1
41,10,164.08,2,11,0,Month-to-month,Fiber optic,Bank transfer,1,0,7,63.1,1
43,69,176.86,1,17,0,Month-to-month,DSL,Bank transfer,1,1,5,61.4,1
54,49,161.58,1,12,1,Month-to-month,DSL,Bank transfer,0,1,7,36.1,0
72,8,28.15,2,10,1,Month-to-month,DSL,Bank transfer,0,0,6,21.3,0
67,5,168.76,4,8,0,Month-to-month,DSL,Credit card,0,0,10,33.0,1
39,29,88.51,1,15,0,One year,None,Credit card,1,0,4,125.7,0
36,25,124.26,0,9,0,Month-to-month,Fiber optic,Mailed check,0,0,4,38.0,1
62,23,83.08,4,14,0,One year,Fiber optic,Mailed check,1,0,7,62.8,0
25,39,150.19,2,14,0,Month-to-month,Fiber optic,Bank transfer,0,0,6,60.8,1
49,10,112.15,2,9,0,One year,DSL,Electronic check,0,0,2,48.9,1
42,10,155.29,1,15,0,One year,None,Electronic check,1,0,3,129.2,1
28,51,51.0,2,19,0,Two year,Fiber optic,Mailed check,1,0,9,76.6,0
53,72,49.6,0,9,0,Month-to-month,DSL,Electronic check,0,0,1,71.6,0
36,20,90.46,1,14,0,One year,Fiber optic,Bank transfer,1,1,2,54.1,0
28,68,20.76,0,10,0,Two year,DSL,Bank transfer,0,0,8,37.8,0
55,25,130.86,1,21,0,Month-to-month,Fiber optic,Mailed check,1,1,10,55.3,0
28,25,67.37,4,11,1,Month-to-month,Fiber optic,Credit card,1,0,9,77.6,0
57,7,109.17,1,14,0,Month-to-month,None,Bank transfer,1,0,8,86.9,1
27,31,31.2,1,15,0,Two year,None,Credit card,1,0,3,77.9,0
43,36,47.3,0,11,0,Month-to-month,DSL,Electronic check,1,1,8,11.7,0
64,48,119.66,1,14,0,Month-to-month,DSL,Bank transfer,0,0,4,17.4,1
31,12,68.91,1,15,0,Two year,None,Mailed check,1,0,4,46.0,0
62,14,54.36,0,14,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,17.1,0
59,32,56.62,1,17,0,Month-to-month,Fiber optic,Mailed check,1,1,4,29.6,0
70,6,54.37,1,14,0,One year,Fiber optic,Bank transfer,1,0,7,24.1,0
27,11,119.66,3,10,0,Month-to-month,Fiber optic,Mailed check,1,0,9,47.4,1
59,46,46.83,3,9,1,Month-to-month,Fiber optic,Mailed check,0,0,7,54.5,1
72,69,78.03,0,9,0,Month-to-month,None,Mailed check,0,0,9,22.3,0
62,42,130.06,0,14,0,One year,Fiber optic,Bank transfer,1,0,3,108.8,1
28,11,102.19,1,9,0,One year,DSL,Electronic check,1,0,6,65.6,0
65,72,115.56,1,16,0,Month-to-month,DSL,Mailed check,1,0,7,52.7,0
24,38,60.15,1,16,0,Month-to-month,None,Mailed check,0,0,4,84.0,0
52,52,169.23,1,13,0,Two year,Fiber optic,Bank transfer,1,0,8,51.9,0
46,15,86.22,2,18,0,Month-to-month,Fiber optic,Mailed check,0,1,6,68.3,0
48,42,65.91,4,9,1,Two year,DSL,Electronic check,0,0,3,38.6,1
48,6,164.69,4,12,0,Two year,None,Mailed check,0,0,8,31.0,1
19,46,124.85,0,11,0,Month-to-month,Fiber optic,Electronic check,0,0,1,24.6,1
47,15,118.23,4,17,0,One year,None,Bank transfer,1,0,8,56.1,0
72,66,161.88,1,19,0,Two year,DSL,Bank transfer,1,0,2,64.1,0
43,4,29.37,0,16,0,One year,DSL,Mailed check,1,1,5,154.5,0
34,47,154.03,2,13,0,One year,DSL,Bank transfer,1,0,8,11.4,1
75,11,128.46,2,18,1,Month-to-month,Fiber optic,Bank transfer,0,0,8,52.2,1
23,50,77.6,3,25,0,Two year,None,Credit card,1,0,4,85.3,0
46,36,61.02,1,12,0,Month-to-month,Fiber optic,Credit card,1,0,7,29.7,0
47,70,36.77,1,15,1,One year,Fiber optic,Credit card,1,0,1,96.6,0
45,47,170.57,4,16,0,Two year,Fiber optic,Mailed check,1,1,9,85.3,0
71,27,42.71,1,15,0,Month-to-month,DSL,Bank transfer,1,0,3,100.4,0
42,7,61.51,1,15,0,One year,Fiber optic,Electronic check,1,0,9,70.5,0
74,43,130.58,1,18,0,One year,None,Electronic check,1,0,6,31.4,0
21,32,133.62,2,14,0,Two year,Fiber optic,Mailed check,1,1,5,53.8,0
60,4,45.72,1,10,0,Month-to-month,DSL,Bank transfer,0,0,4,90.5,0
52,42,150.26,3,15,0,One year,None,Credit card,1,0,8,33.5,0
31,16,101.65,1,23,0,Month-to-month,Fiber optic,Credit card,1,0,4,17.7,0
31,17,155.75,0,17,0,Month-to-month,None,Credit card,0,0,7,22.4,1
59,1,33.97,0,13,0,Month-to-month,Fiber optic,Bank transfer,0,1,1,77.8,0
54,27,26.85,0,13,0,Month-to-month,Fiber optic,Bank transfer,1,0,7,35.2,0
53,16,121.92,1,20,0,Month-to-month,Fiber optic,Bank transfer,0,0,2,65.2,0
20,6,44.0,2,8,0,Month-to-month,None,Bank transfer,1,0,3,83.6,1
52,32,103.99,0,23,0,Month-to-month,None,Mailed check,0,0,8,40.6,0
74,16,22.26,1,15,1,Month-to-month,Fiber optic,Electronic check,0,0,8,26.3,0
19,10,144.79,1,13,0,Two year,DSL,Bank transfer,1,0,2,28.3,1
45,34,163.92,3,22,0,Month-to-month,DSL,Mailed check,1,0,2,143.3,1
46,5,154.22,1,14,1,Month-to-month,DSL,Credit card,1,0,2,29.6,0
70,72,173.34,1,13,1,One year,DSL,Credit card,1,0,2,67.9,1
34,34,164.5,0,21,0,Two year,Fiber optic,Bank transfer,1,0,3,12.5,1
45,72,91.04,1,9,0,One year,DSL,Bank transfer,0,1,4,87.8,0
59,64,83.74,2,21,0,Month-to-month,Fiber optic,Credit card,1,0,6,65.5,0
21,71,163.39,2,15,1,Month-to-month,None,Electronic check,1,0,8,47.4,1
64,40,168.31,1,14,0,Month-to-month,DSL,Electronic check,1,0,1,51.7,1
65,31,175.65,1,25,0,One year,Fiber optic,Electronic check,0,0,5,59.4,1
59,52,142.93,2,14,0,Month-to-month,DSL,Mailed check,1,0,1,18.5,1
55,6,52.32,2,12,0,Month-to-month,Fiber optic,Electronic check,0,0,7,73.6,0
61,61,171.19,2,16,0,Month-to-month,None,Bank transfer,1,0,10,131.5,0
63,24,171.54,2,9,1,Month-to-month,DSL,Electronic check,1,0,10,4.0,1
70,1,126.58,3,12,0,Month-to-month,Fiber optic,Bank transfer,0,0,1,33.1,1
42,18,157.16,1,11,0,Month-to-month,DSL,Mailed check,0,1,8,52.2,0
44,18,109.79,0,15,0,Month-to-month,Fiber optic,Electronic check,0,1,8,106.3,0
55,2,171.06,2,14,0,Month-to-month,DSL,Credit card,0,0,9,124.7,1
29,49,35.03,1,16,0,Month-to-month,Fiber optic,Credit card,0,0,1,10.1,1
67,7,158.23,4,19,0,Month-to-month,DSL,Mailed check,0,0,2,82.8,1
62,61,28.88,0,9,0,One year,Fiber optic,Bank transfer,1,0,4,118.7,0
54,33,74.26,1,10,0,Month-to-month,DSL,Bank transfer,1,1,1,14.1,0
35,52,41.65,2,11,0,Month-to-month,Fiber optic,Bank transfer,0,1,4,68.6,0
38,25,96.66,1,16,1,One year,DSL,Electronic check,1,0,3,119.1,0
43,10,57.16,1,24,0,Month-to-month,DSL,Bank transfer,1,0,9,43.5,0
56,13,172.33,1,14,1,Month-to-month,Fiber optic,Mailed check,1,0,9,63.4,0
63,47,109.49,2,18,0,Month-to-month,Fiber optic,Credit card,0,0,3,41.5,1
56,52,163.64,1,15,0,Two year,None,Mailed check,1,0,8,68.8,0
71,20,64.49,1,12,0,Month-to-month,Fiber optic,Bank transfer,1,1,1,93.6,0
73,26,24.16,1,20,1,Month-to-month,Fiber optic,Electronic check,1,0,4,103.6,0
58,69,144.1,1,9,0,Month-to-month,None,Electronic check,1,0,10,34.6,1
39,62,132.38,1,12,0,One year,DSL,Bank transfer,0,0,10,22.4,0
52,30,107.28,2,14,0,Month-to-month,None,Electronic check,1,0,4,68.5,1
42,18,150.45,2,10,0,One year,Fiber optic,Credit card,0,0,7,78.0,1
54,22,154.41,4,22,0,Month-to-month,DSL,Credit card,1,0,1,20.9,1
65,39,114.06,2,14,0,Month-to-month,Fiber optic,Credit card,0,0,9,45.2,1
39,41,174.55,0,7,0,One year,Fiber optic,Bank transfer,0,1,3,115.6,1
47,14,135.15,1,9,1,Month-to-month,Fiber optic,Credit card,1,0,1,44.6,1
20,5,128.3,2,16,1,Month-to-month,DSL,Electronic check,1,0,6,98.9,1
60,36,77.83,3,13,1,One year,Fiber optic,Credit card,0,0,9,36.8,0
46,58,20.36,1,12,0,Two year,Fiber optic,Mailed check,1,1,7,98.9,0
44,11,58.55,1,13,0,Month-to-month,Fiber optic,Credit card,1,0,5,52.9,0
48,30,142.23,0,17,0,One year,None,Mailed check,0,0,3,46.6,0
30,12,133.58,2,20,1,Month-to-month,None,Credit card,0,0,1,54.9,1
52,18,72.96,1,12,0,One year,Fiber optic,Electronic check,1,0,1,32.2,0
61,45,120.09,1,18,0,One year,Fiber optic,Bank transfer,1,0,1,21.2,0
38,21,51.25,0,13,0,One year,Fiber optic,Credit card,0,1,4,43.5,0
25,19,62.18,0,10,0,Month-to-month,None,Bank transfer,1,0,6,78.1,0
40,72,171.59,2,16,0,Month-to-month,Fiber optic,Bank transfer,0,1,1,15.2,1
29,13,86.11,1,14,0,Month-to-month,Fiber optic,Electronic check,1,1,6,104.6,1
39,14,59.2,4,11,0,One year,Fiber optic,Electronic check,1,0,8,46.5,0
54,67,97.94,1,11,0,One year,None,Electronic check,1,0,2,79.4,0
24,40,81.92,0,13,0,Month-to-month,Fiber optic,Bank transfer,1,1,5,43.0,0
61,4,136.72,2,17,0,Month-to-month,DSL,Credit card,1,1,4,74.7,1
31,31,173.94,3,15,1,One year,Fiber optic,Credit card,0,0,8,77.5,1
69,41,114.68,1,19,1,Month-to-month,DSL,Credit card,1,0,4,114.6,0
60,19,114.58,2,16,0,Two year,DSL,Electronic check,0,0,8,15.4,0
33,40,78.37,2,13,1,Month-to-month,Fiber optic,Bank transfer,1,1,1,50.5,1
50,47,110.34,0,10,0,One year,Fiber optic,Electronic check,1,0,10,93.7,1
24,19,71.09,2,11,0,Month-to-month,None,Bank transfer,0,1,10,51.7,0
23,59,20.17,1,19,0,Month-to-month,None,Electronic check,1,0,7,46.8,0
73,33,158.58,2,21,0,Two year,Fiber optic,Credit card,0,1,9,44.1,0
64,70,88.71,2,14,0,One year,DSL,Mailed check,1,0,8,56.1,0
26,7,98.73,0,10,0,Month-to-month,DSL,Bank transfer,0,1,3,76.6,1
34,24,33.36,1,11,1,Two year,None,Mailed check,1,0,2,46.9,0
29,52,153.94,2,11,0,Month-to-month,Fiber optic,Credit card,1,1,9,94.7,0
40,65,47.25,0,10,0,One year,DSL,Bank transfer,0,0,1,62.5,0
34,16,85.7,0,11,0,Month-to-month,Fiber optic,Credit card,1,0,7,48.9,1
37,71,154.44,0,13,1,Two year,DSL,Bank transfer,0,0,1,56.2,1
48,14,93.25,2,16,0,Two year,Fiber optic,Bank transfer,1,0,2,93.2,0
28,30,168.98,2,16,0,Month-to-month,None,Electronic check,1,0,4,35.3,1
69,23,53.49,1,16,0,Month-to-month,Fiber optic,Bank transfer,1,0,8,44.5,0
60,31,134.44,1,6,0,One year,Fiber optic,Electronic check,1,0,1,37.1,1
62,65,176.48,2,17,0,Month-to-month,DSL,Bank transfer,0,0,1,45.0,1
27,53,107.94,1,14,0,Month-to-month,DSL,Electronic check,1,0,3,54.2,0
59,58,130.75,0,8,1,One year,DSL,Mailed check,0,1,5,92.8,0
66,19,82.92,0,14,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,76.5,0
28,69,140.21,4,17,1,Two year,DSL,Credit card,0,1,8,53.4,1
61,32,165.42,5,7,0,One year,Fiber optic,Mailed check,1,0,5,52.2,1
38,47,132.49,3,19,1,Month-to-month,Fiber optic,Mailed check,1,0,9,69.6,1
63,51,169.75,0,18,0,Month-to-month,Fiber optic,Credit card,1,1,9,43.0,0
45,48,114.18,6,15,0,Two year,DSL,Mailed check,1,0,3,34.5,1
64,44,112.34,0,15,1,Month-to-month,Fiber optic,Credit card,1,0,8,70.1,1
26,35,68.74,1,11,0,Two year,Fiber optic,Credit card,0,0,7,35.2,0
40,47,133.54,2,26,0,Month-to-month,DSL,Mailed check,1,1,7,30.0,0
33,66,161.11,1,15,1,Month-to-month,Fiber optic,Mailed check,1,0,9,162.2,1
32,29,123.41,1,9,1,Month-to-month,Fiber optic,Mailed check,1,0,2,13.2,1
35,37,57.29,2,12,0,Month-to-month,Fiber optic,Credit card,1,1,9,11.1,0
40,13,107.06,1,11,0,Month-to-month,None,Bank transfer,1,0,6,51.0,1
25,26,140.95,1,15,0,Month-to-month,Fiber optic,Mailed check,0,0,1,73.8,1
59,56,170.3,0,24,0,Month-to-month,Fiber optic,Electronic check,1,1,4,47.9,0
49,47,45.06,1,19,0,Month-to-month,None,Mailed check,1,0,1,43.1,0
66,16,40.4,1,9,0,Month-to-month,None,Mailed check,0,0,4,137.0,0
58,40,86.07,2,14,0,Month-to-month,None,Credit card,1,0,2,36.9,0
26,59,40.1,2,11,1,Month-to-month,Fiber optic,Electronic check,0,1,7,54.5,0
22,9,176.87,1,14,0,Month-to-month,None,Credit card,1,1,1,45.4,1
42,5,87.89,2,17,0,Two year,DSL,Electronic check,0,1,1,59.5,1
45,29,105.38,3,12,1,Month-to-month,None,Bank transfer,1,0,9,46.4,0
31,48,56.33,3,17,0,Month-to-month,DSL,Credit card,1,0,5,68.0,0
63,23,91.86,1,11,0,Two year,DSL,Credit card,1,1,1,55.0,0
51,60,177.55,2,11,1,One year,DSL,Bank transfer,1,1,8,42.1,1
61,61,98.19,0,12,1,Month-to-month,Fiber optic,Bank transfer,1,0,10,23.0,0
24,39,21.41,4,13,0,Two year,Fiber optic,Electronic check,1,0,4,6.1,0
65,28,58.8,3,14,0,Two year,Fiber optic,Credit card,0,0,4,71.9,0
29,4,176.55,1,14,0,One year,Fiber optic,Electronic check,1,1,6,30.2,0
43,60,178.25,0,12,0,One year,Fiber optic,Bank transfer,1,0,1,55.0,1
43,65,53.68,2,16,0,One year,None,Credit card,1,0,10,22.9,0
65,32,118.44,0,14,0,Two year,Fiber optic,Credit card,0,1,4,84.7,0
34,38,32.31,5,16,0,Month-to-month,Fiber optic,Electronic check,0,0,3,82.6,0
31,55,112.39,2,12,0,One year,None,Mailed check,0,0,8,31.8,1
37,51,40.15,1,11,1,Month-to-month,DSL,Credit card,0,0,4,76.4,0
38,10,150.99,2,17,0,One year,Fiber optic,Bank transfer,0,1,2,84.4,1
28,49,170.33,1,14,0,Two year,DSL,Bank transfer,1,0,5,108.0,1
28,67,47.68,1,15,0,Month-to-month,Fiber optic,Bank transfer,0,1,10,24.1,0
31,55,94.03,0,11,0,Month-to-month,Fiber optic,Electronic check,1,1,5,42.8,0
45,35,36.33,3,9,0,One year,DSL,Mailed check,0,0,2,51.0,0
37,38,74.26,0,19,1,One year,DSL,Bank transfer,0,0,3,45.0,0
40,19,30.42,1,18,0,One year,Fiber optic,Mailed check,1,0,9,118.3,0
59,48,62.33,2,11,0,Two year,Fiber optic,Bank transfer,1,0,8,68.9,0
31,18,178.44,2,16,0,Month-to-month,Fiber optic,Bank transfer,1,0,1,29.3,1
70,25,27.14,0,18,0,One year,Fiber optic,Bank transfer,0,0,3,136.8,0
61,20,157.43,1,13,0,One year,DSL,Credit card,1,0,8,73.4,1
28,25,32.39,4,14,0,Month-to-month,DSL,Credit card,1,0,4,43.7,1
36,27,104.64,1,18,1,Month-to-month,Fiber optic,Credit card,1,0,5,17.7,0
28,6,92.34,1,13,0,One year,Fiber optic,Credit card,0,0,9,46.8,0
33,52,169.05,2,20,0,One year,None,Bank transfer,0,0,8,104.5,0
39,32,51.85,3,18,0,One year,Fiber optic,Bank transfer,0,0,7,53.8,0
25,69,48.75,0,10,0,Month-to-month,DSL,Electronic check,0,1,7,45.0,0
18,14,139.79,3,11,0,One year,DSL,Credit card,1,0,3,68.9,1
43,49,136.12,0,15,0,Month-to-month,Fiber optic,Mailed check,1,0,2,49.0,1
58,13,131.87,1,14,1,Month-to-month,Fiber optic,Mailed check,0,0,9,79.0,0
35,40,24.18,1,17,0,One year,Fiber optic,Electronic check,1,1,1,87.2,0
